Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
STAA,,50.01,,24.5,,43.4,38,2.3,21.6,56.46,,,52.5,10.98,,3.31,5.24,6.11,136.93,51.68,91.36,1.5,0.1,,,,71.28,55.52,,,23.49,3.71,4.29,1.4,0.8,,,,44.05,20.68,,13.93,103.26,77.93,,,,6.27,,6.01,3.89,77.33,44.42,,4.81,,,,,,2.78,0.52,15.47,5.79,,,1.78,3.38,3.91,5.57,4.54,12.19,4.95,5.64,,7.11,,0.03,232,,,6,2102955233.0,Medical Specialties,Health Technology
STAG,9.91,48.52,,6.5,0.7,8.3,27.7,103.9,4.4,52.11,4.05,7.77,48.72,1.47,,0.02,,0.48,,261.2,59.74,4.68,0.76,,1.83,3.92,34,17,24.17,,17.2,,13.5,2.94,0.55,55.87,5.7,3.94,,6.69,,,38.06,80.15,2.57,,,26.04,,33.59,1.99,36.79,46.74,14.61,9.72,,1.5,0.56,16.55,17.36,2.19,1.2,,,17.3,22.23,,1.51,2.3,0.48,2.93,266.08,4.73,5.34,,3.78,,1.86,67.02,,,8,6737641827.0,Real Estate Investment Trusts,Finance
STE,15.41,57.23,,15.4,8.3,,,,11.8,58.44,1.36,,57.77,3.44,,0.21,0.06,2.43,91.81,32.39,61.33,2.58,0.5,,0.26,0.88,30.2,17.79,41.75,32.57,18.39,4.66,4.59,3.31,0.56,10.98,2.68,0.93,,8.62,,,249.02,43.6,8.2,,,10.48,,15.1,3.45,39.28,29.2,5.73,4.15,,2.16,2.53,,37.68,,1.12,,,23.96,43.35,4.48,2.23,,1.49,5.14,27.22,8.06,9.18,,6.5,,1.3,65.01,,,10,22670331894.0,Medical Specialties,Health Technology
STEP,6.58,72.44,,14.8,,,,,,81.58,2.93,9.14,75.28,1.13,,0.12,0.72,1.05,,181.46,32.77,1.08,0.32,,1.07,2.94,12.21,9.69,17.1,,,3.37,4.21,8.19,0.22,21.59,4.97,2.31,21.98,,,,14.49,65,18.7,,,10.64,,29.64,3.06,32.8,36.67,,4.26,,,,,20.25,,,,,17.46,41.43,,,,1.05,1.59,170.1,9.17,7.29,,6.3,,3.11,,,,3,3518011418.0,Investment Managers,Finance
STER,,48.33,0.5,6,,20.2,35.9,168.3,15.3,45.55,,3.28,46.3,1.62,,0.36,0.1,1.72,,32.93,75.97,5.33,0.71,,,,53.44,17.88,22.19,,,,2.38,1.87,0.52,10.71,6.09,,,,,,0.0,39.47,1.15,,,,,5.71,1.77,,13.58,,1.75,,,,,16.53,,,,,13.19,,,,,1.72,,38.46,2.51,,,3.9,,3.86,,,,1,1300466972.0,Data Processing Services,Technology Services
STGW,,54.57,,,,,56,15.1,3.8,61.86,,11.89,54.54,0.81,,0.08,0.05,0.83,,72.32,94.68,9.55,5.55,,,,51.54,13.12,25.45,,,,0.98,1.94,0.09,3.84,12.39,,,,,,0.0,37.18,1.86,,,,,6.28,2.3,,9.55,,0.41,,,,,6.1,,,,,4.88,,,,,0.83,,13.67,1.83,,,4.73,,26.7,,,,4,1458463085.0000002,Miscellaneous Commercial Services,Commercial Services
STLA,33.37,71.57,,6.4,15.1,32.2,26.4,2.6,14.6,86.89,6.06,16.84,78.38,2.31,,0.73,1.82,1.29,41.93,78.33,11.46,0.94,0.38,,0.2,6.08,1.79,1.38,3.01,2.09,1.5,0.23,0.23,55.87,0.39,7.63,21.05,6.08,4.23,11.49,,1.27,19.42,20.32,17.17,,,10.41,,12.51,0.92,3.64,3.38,,0.37,,,,,4.96,0.64,2.46,,,3.04,5.74,,0.66,2.74,1.03,10.51,66.94,20.45,27.85,,15.93,,11.93,9.42,,,10,60528330969.80063,Motor Vehicles,Consumer Durables
STLD,,67.65,8.5,38.6,19.3,61.4,76.5,,35.4,78.51,2.78,8.07,72.87,5.62,,0.91,0.69,2.91,74.24,26.5,38.13,0.82,0.35,,0.12,1.36,6.42,5.67,11.36,7.92,6.82,1.09,1.13,15.58,0.6,9.91,9.21,1.36,10.19,26.33,,,101.94,21.53,44.76,,,13.04,,18.21,2.28,8.57,8.57,0.23,1.14,,0.27,0.98,,11.25,0.97,1.37,,27.12,5.92,7.86,0.34,0.73,2.49,1.67,16.84,35.74,26.19,28.54,,24.96,,8.48,17.01,,,9,16350757972.000002,Steel,Non-Energy Minerals
STM,,55.88,0.1,30.4,12.9,43.9,57.9,37.6,22.5,73.41,0.57,,61.86,5.73,,1.63,2.08,3.17,114.49,78.31,40.42,0.46,0.18,,0.05,0.52,7.91,5.95,21.31,11.93,7.57,2.36,2.17,12.64,0.68,10.19,4.23,0.52,15.82,22.75,3.41,4.13,52.91,47.95,111.67,,,24.36,,26.55,2.52,10.37,10.18,0.36,2.5,,0.22,0.53,,24.78,1.09,1.15,,10.33,7.29,11.4,0.41,1.53,2.63,2.44,19.07,43.39,26.1,28.7,,28.2,,1.09,28.91,,,10,39804847942.90174,Semiconductors,Electronic Technology
STN,52.19,57.59,0.1,6.9,7.5,5.5,15.7,,5.7,52.34,1.01,19.95,55.17,3.83,,0.11,0.09,1.39,,66.23,56.14,2.75,0.82,,0.21,0.71,27.66,19.56,39.11,,,2.53,2.26,3.62,0.41,5.73,2.92,0.71,25.45,13.53,,7.25,50.17,42.22,4.46,,,5.17,,6.37,4.93,36.87,29.85,2.82,1.89,,2.15,2.67,,33.11,,1.77,,,26.74,29.17,2.8,1.87,,1.39,5.7,60.49,11.93,14.21,,6.16,,0.67,60.28,,,10,7399825415.586917,Engineering & Construction,Industrial Services
STNE,68.55,56.73,,14.4,,20,,,38.8,58.48,,22.3,56.79,1.36,,0.4,2.2,1.27,,60.91,670.44,0.88,0.33,,,,5.01,4.21,17.58,3.5,3.09,1.65,2.13,19.96,0.32,12.12,4.58,,13.11,,,20.87,22.16,73.49,1.59,,,9.51,,47.16,1.99,29.21,20.98,0.94,2.76,,,,,23.09,2.21,,,10.41,12.61,,,7.84,5.22,1.27,2.51,271.07,26.37,7.78,,20.8,,7.36,,,,3,3407478732.0,Packaged Software,Technology Services
STNG,9.67,50.08,,6.4,,32.5,,509.9,20.3,35.65,1.6,25.52,44.54,2.25,,0.52,0.21,0.83,7.26,20.89,34.5,1.67,0.72,,0.07,1.6,5.76,4.65,5.06,6.74,5.18,3.57,3.28,17.36,0.57,64.78,27.78,2.13,5.9,27.94,,,45.83,62.28,5.12,,,46.07,,55.57,1.43,5.49,5.57,0.32,2.52,,,,,3.91,0.6,1.61,,,3.8,3.93,0.25,0.68,1.43,0.82,15.32,22.34,21.44,28.64,,19.52,,40.37,44.77,,,5,3118457909.0000005,Marine Shipping,Transportation
STRA,,65.39,,0.2,4.6,,,,,77.54,5.68,18.96,69.12,3.51,,0.74,0.96,1.32,,30.88,26.3,1.47,0.13,,0.71,2.44,29.11,16.91,46.95,,,2.01,2.16,3.44,0.75,4.59,2.1,2.44,23.15,,15,3.51,79.73,43.43,,,,4.45,,7.4,1.51,48.26,29.21,73.03,2.14,,,,,46.05,5.17,1.2,,,26.37,76.33,,1.1,20.6,1.32,2.27,33.13,4.25,3.05,,2.76,,6.21,34.42,,,9,1867815007.0,Other Consumer Services,Consumer Services
STRL,114.62,63.47,,25.1,,53.8,21.1,74,11.7,79.46,,,69.17,3.2,,0.6,0.99,1.28,,32.67,54.52,1.65,0.72,,,,12.97,10.09,7.27,,8.94,1.16,1.31,7.71,0.34,18.08,13.6,,17.57,25.47,20,11.32,35.94,16.27,6.51,,,6.73,,9.7,4.43,19.86,21.72,0.62,1.33,,,,,7.49,9.15,3.96,,,6.29,6.88,0.87,1.19,86.11,1.28,8.49,69.31,19.57,25.79,,11.02,,1.46,141.41,,,6,2280537140.0,Engineering & Construction,Industrial Services
STVN,38.07,61.76,3.5,58.5,,36.7,55.6,,24.9,43.24,0.18,,58.16,7.1,,0.12,0.22,1.41,122.7,118.98,76.13,1.08,0.27,,0.09,0.19,43.36,31.4,,35.49,23.69,6.65,8.14,2.31,0.57,,,0.19,47.17,,,13.01,0.0,32,50.21,,,14.07,,18.89,7.39,54.42,51.66,,7.93,,,,,,4.27,,,,54.15,,,,7.95,0.91,8.59,24.61,16.18,14.66,,12.05,,0.27,,,,4,7774223963.0,Medical Specialties,Health Technology
STX,14.77,61.05,6.9,,2.8,,,,,70.42,3.52,19.82,63.12,0.21,,0.31,0.14,1.04,77.13,102.79,38.89,87.22,,,,3.13,,357.72,46.69,51.39,33.31,3.63,3.59,,,7.7,2.66,3.13,105.26,,110.87,,56.81,17.52,,,,,,,,,,,2.87,,,,,37.25,,2.13,,,25.05,44.57,,2.18,,0.62,,,,,,,,3.88,21.49,,,9,13250325050.0,Computer Peripherals,Electronic Technology
STZ,11.75,42.36,1.4,,2.2,,,,4.1,29.7,2.01,,37.29,3.2,,0.02,0.01,1.05,141.4,74.19,34.09,4.09,1.24,,0.35,1.47,23.01,19.58,35.94,16.16,13.89,5.3,5.71,4.35,0.38,15.88,3.52,1.47,17.67,11.19,8.66,6.23,281.77,50.3,6.68,,,15.87,,30.62,4.68,28.7,24.57,,4.64,,,,,28.86,,0.97,,,16.11,41.66,,1.92,,0.46,6.29,27.85,11.2,17.6,,10.5,,0.64,31.71,,,7,47725997447.0,Beverages: Alcoholic,Consumer Non-Durables
SU,,48.13,4.4,2.4,3.8,20.4,78.5,34.6,21,43.89,5.3,3.09,46.67,2.2,,0.2,0.16,1.24,70.49,109.53,46.44,0.84,0.37,,0.38,4.89,5.78,3.79,11.12,,,1.39,1.32,17.3,0.49,11.84,11.08,5.11,8.84,26.91,,,33.08,49.57,8.44,,,15.6,,20.53,1.34,7.02,7.95,0.79,1.1,,,,,9.18,0.72,0.71,,,4.77,7.17,0.44,0.51,1.47,0.82,9.67,17.87,16.69,20.53,,11.13,,13.07,21.86,,,8,45631665642.9528,Integrated Oil,Energy Minerals
SUI,,44.74,,15.4,5.5,7.6,19.2,3.7,19.4,49.41,3.87,6.15,45.16,0.97,,0.06,0.02,0.42,45.86,,,6.35,0.99,,1.8,2.96,41.19,19.16,32.02,39.5,18.34,7.01,7.36,2.43,0.44,23,4.6,2.96,60.61,14.41,3.23,5.97,185.43,46.71,1.78,,,7.29,,17.75,2.02,68.58,61.55,7.07,5,,,,17.5,21.76,2.61,0.71,,,21.76,,6.37,1.04,2.49,0.34,1.32,,3.88,2.93,,3.03,,,68.58,,,10,15644428325.0,Real Estate Investment Trusts,Finance
SUM,15.31,55.48,,10.9,,14.6,35.9,,1,62.62,,,57.8,3.28,,0.57,0.13,2.51,46.72,30.92,41.08,2.21,0.67,,,,16.65,11.36,58.37,20.25,13.04,3.06,3.15,6.01,0.53,5.4,2.07,,22.22,10.9,,2.79,30.58,29.12,2.9,,,12.45,,12.43,1.96,14.43,23.88,0.96,1.77,,,,,32.84,2.2,,,,11.23,23.33,3.15,1.47,4.56,1.82,7.27,22.01,11.9,15.21,,7.3,,0.96,55.38,,,8,3805768549.0,Construction Materials,Non-Energy Minerals
SUN,26.7,57.15,,7.1,,9.8,9.9,8.8,15.2,63.37,5.54,27.97,58.89,4.18,,0.17,0.06,1.68,13.93,16.11,10.15,4.51,3.69,,0.61,5.54,11.8,9.56,79.44,11.75,8.46,5.63,0.39,8.47,0.16,0.5,2.26,5.54,,22.98,,,55.64,5.59,3.75,,,2.03,,3.26,4.33,10.93,11.19,0.5,0.22,,,,,44.87,,1.23,,,15.46,38.38,0.69,1.2,,1.07,6.93,29.55,14.19,46.38,,13.56,,2.16,36.38,,,7,4630933399.0,Wholesale Distributors,Distribution Services
SUPN,,49.83,,13,,,,,14,51.44,,,49.75,3.71,,0.7,4.73,1.56,368.66,38.46,89.85,0.34,0.05,,,,33.39,10.93,14.67,,,,2.24,2.99,0.71,15.25,6.11,,,,,,32.2,85.73,6.57,,,4.2,,4.32,1.67,68.07,76.47,76.47,2.69,,,,,18.24,5.81,0.55,,19.95,18.11,26.88,,0.79,9.91,1.27,1.65,39.93,4.03,2.86,,1.47,,11.2,21.98,,,8,1595794355.0,Pharmaceuticals: Major,Health Technology
SUZ,25.28,50,1,23.8,78.6,75.1,,36.6,24.8,56.15,2.23,9.56,52.31,1.64,,1.51,0.24,2.82,89.66,88.4,68.1,2.81,2.03,,0.22,2.23,5.16,4.5,89.44,16.84,7.46,3.51,3.1,19.38,0.3,3.24,2.03,5.42,,16.07,,,11.36,42.65,3.36,,,38.94,,34.97,1.65,4.19,6.72,,1.58,,,,,47.53,0.87,0.69,,,3.68,3.87,,0.62,2.58,2.34,12.58,39.4,21.8,46.41,,10.86,,2.77,21.32,,,5,14129283481.889996,Pulp & Paper,Process Industries
SVC,,46.16,,,,,,,,54.56,0.33,,47.49,,,0.72,0.07,0.82,,142.01,,8.64,4.39,,,10.31,23.68,9.94,16.37,,9.76,3.43,3.49,4.22,0.17,21.32,31.25,10.31,,12.24,,1.23,10.0,35.28,0.74,,,,,11.73,0.99,,,,0.67,,,,4.55,3.16,,0.36,,,3.16,,,0.29,1.1,0.82,,,3.93,,,2.67,,82.5,27.71,,,7,1322062357.0,Real Estate Investment Trusts,Finance
SVV,,69.39,,,,,,,,77.49,,,73.17,2.15,,0.56,0.1,0.93,16.98,50.55,3.34,5.88,4.05,,,,27.69,19.89,83.34,17.91,12.18,2.74,2.89,3.61,0.18,3.46,1.6,,31.95,,,6.11,0.0,58.53,1.61,,,2.4,,10.18,10.26,82.99,43.67,,2.05,,,,,55.77,,,,,19.05,,,,,0.77,2.05,23.83,10.33,23.7,,5.43,,,,,,2,3167337121.0,Specialty Stores,Retail Trade
SWAV,12.7,68.41,,32.1,,,,,93.1,57.83,,,66.8,7.76,,11.73,1.2,14.43,347.28,34.16,45.16,4.32,1.27,,,,51.01,48.47,59.97,38.06,35.97,9.22,12.8,1.96,0.41,21.34,1.66,,53.76,,,24.88,536.72,86.95,32.14,,,36.33,,23.57,14.34,36.4,36.4,,13.28,,,,,62.23,5.46,,193.3,33.7,50.4,45.34,,,18.45,13.19,29.27,86.52,22.47,45.91,,64.27,,,,,,1,7839962201.0,Medical Specialties,Health Technology
SWI,10.39,67.29,,,,,6.4,,0.5,75.17,,1.15,70.84,0.58,,0.62,0.23,0.9,,44.06,46.81,5.46,0.88,,,,24.24,14.82,19.31,,,4.06,4.27,4.13,0.44,19.86,6.81,,13.77,,,2.88,11.69,88.53,1.3,,,,,19.82,1.51,,21.82,,2.68,,,,,13.49,,,,,12.08,39.69,,0.66,,0.9,,209.46,5.45,,,,,0.85,,,,2,1657266871.0000002,Packaged Software,Technology Services
SWK,15.09,37.27,1.6,,5,,,,9.4,28.34,4.6,0.59,32.85,1.3,,0.08,0.06,1.19,163.39,72.01,34.63,7.78,0.79,,2.22,3.62,68.55,22.12,23.94,12.48,9.02,1.26,1.29,1.46,0.38,5.4,6.25,3.64,19.01,,,0.03,104.54,24.92,1.08,,,,,3.46,1.51,,61.34,,0.85,,,,,15.69,,0.56,,,11.26,69.28,,1.12,,0.39,,5.82,1.61,,,2.07,,15.53,12.65,,,9,13479646938.0,Tools & Hardware,Consumer Durables
SWKS,,51.34,1.2,14.9,11.8,14,20.5,28.7,14.7,62.33,4.69,,53.34,7.38,,1.7,0.86,5.02,159.01,21.92,58.15,0.76,0.2,,0.35,2.48,16.32,10.63,10.18,14.81,11.17,3.82,3.64,6.13,0.76,35.81,9.88,2.59,14.77,18.49,11.2,,100.75,42.55,18.44,,,19.48,,22.83,2.7,18.63,14.03,1.42,3.64,,0.61,0.53,,10.07,1.91,0.77,,15.52,9.05,13.64,1.2,0.86,5.83,3.51,10.54,31.06,13.6,15.35,,13.84,,7.22,16.11,,,10,15653944952.0,Semiconductors,Electronic Technology
SWN,31.37,46.81,,,,16.1,68.7,,33.8,47.52,,3.91,46.47,2.54,,0.01,0.01,0.59,,145.2,44.73,0.65,0.65,,,,2.15,1.73,16.94,7.89,4.11,2.4,1.39,46.51,0.5,8.19,9.49,,9.45,20.66,,,3.88,51.15,14.97,,,62.31,,25.16,1.08,1.39,8.62,,0.87,,,,,10.59,0.64,0.98,,,2.38,1.2,,1.06,1.08,0.59,39.39,46.67,52.74,102.25,,16.07,,13.45,,,,6,7115451104.0,Integrated Oil,Energy Minerals
SWTX,35.01,64.97,,6.1,,,,3.8,,59.24,,53.29,62.77,,,8.4,,8.6,,,,,,,,,,,,,,26.16,,,,,,,,,,,,,,,,,,,7.44,,,,,,,,,,,,8.39,8.15,,,,,7.43,8.6,,,,,,,,0.02,,,,,1648088979.0000002,Pharmaceuticals: Major,Health Technology
SWX,,44.21,,,4.4,,,5.1,9.6,52.66,5.32,,45.84,0.95,,0.1,0.02,1.9,,29.86,58.38,10.87,1.65,,0.85,4.19,247.32,19.18,,24.02,12.95,7.55,1.71,0.4,0.27,,,4.19,19.23,,6.3,,90.16,19.33,1.75,,,,,9.45,1.31,,20.23,,0.74,,,,,,1.25,0.59,,,14.12,,,,1.72,1.9,,0.4,0.36,,,3.35,,17.81,16.99,,,9,4566640459.0,Gas Distributors,Utilities
SXI,22.87,60.92,1.4,11.1,8.6,29.6,21.9,38.7,8.1,75.81,1.18,,65.66,5.99,,1.09,0.78,3.34,82.57,53.63,61.24,0.94,0.3,,0.16,0.75,11.2,9.57,23,,,2.57,2.55,8.93,0.62,11.1,4.43,0.77,21.98,18.06,,1.53,117.01,39.25,23.28,,,18.8,,15.65,2.95,13.36,21.18,1.74,2.51,,,,,22.9,2.59,1.62,,35.53,18.07,12.89,1.4,1.58,7.11,2.58,13.88,51.17,19.43,23.39,,13.51,,4.56,28.97,,,10,1712651368.0,Electronic Equipment/Instruments,Electronic Technology
